Ano;Trimestre;Establecimiento;Indicador;Meta;Numerador;Denominador;Resultado;Cumplimiento;Ponderador
2012;4;HOSPITAL YUMBEL;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,78;89;104;0,86;1,00;0,15
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: PORCENTAJE DE CONSULTAS DE PROFESIONALES PROGRAMADAS Y REALIZADAS;1,00;91129;107097;0,85;0,85;0,15
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: ALTAS ODONTOLOGICAS TOTALES EN EMBARAZADAS BAJO CONTROL, BENEFICIARIAS DEL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,98;9017;9335;0,97;0,99;0,25
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;0,90;45691;36742;1,24;1,00;0,25
2012;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,52;785;1251;0,63;1,00;0,15
2012;4;Dirección de Servicio de Salud;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Dirección de Servicio de Salud;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Dirección de Servicio de Salud;META 3: PORCENTAJE DE CONSULTAS DE PROFESIONALES PROGRAMADAS Y REALIZADAS;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Dirección de Servicio de Salud;META 4: ALTAS ODONTOLOGICAS TOTALES EN EMBARAZADAS BAJO CONTROL, BENEFICIARIAS DEL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Dirección de Servicio de Salud;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;47557;47996;0,99;0,99;0,15
2012;4;Dirección de Servicio de Salud;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;0,00;0;0;NO APLICA;NO APLICA;0,00
2012;4;Dirección de Servicio de Salud;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,78;128;162;0,79;1,00;0,20
2013;4;HOSPITAL HUEPIL;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,65;799;1189;0,67;1,00;0,20
2013;4;HOSPITAL HUEPIL;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,55;311;591;0,53;0,97;0,20
2013;4;HOSPITAL HUEPIL;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL HUEPIL;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL HUEPIL;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2153;2153;1,00;1,00;0,20
2013;4;HOSPITAL HUEPIL;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;1,00;515;532;0,97;0,97;0,20
2013;4;HOSPITAL HUEPIL;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;69;78;0,88;1,00;0,20
2013;4;HOSPITAL MULCHEN;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,72;2260;3118;0,72;1,00;0,20
2013;4;HOSPITAL MULCHEN;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,44;644;1451;0,44;1,00;0,20
2013;4;HOSPITAL MULCHEN;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL MULCHEN;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL MULCHEN;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2958;2958;1,00;1,00;0,20
2013;4;HOSPITAL MULCHEN;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;1,00;1516;1422;1,07;1,00;0,20
2013;4;HOSPITAL MULCHEN;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;117;162;0,72;1,00;0,20
2013;4;HOSPITAL NACIMIENTO;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,60;1795;2964;0,61;1,00;0,20
2013;4;HOSPITAL NACIMIENTO;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,42;688;1624;0,42;1,00;0,20
2013;4;HOSPITAL NACIMIENTO;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL NACIMIENTO;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL NACIMIENTO;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;3335;3335;1,00;1,00;0,20
2013;4;HOSPITAL NACIMIENTO;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;1,00;1018;1349;0,75;0,75;0,20
2013;4;HOSPITAL NACIMIENTO;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;121;121;1,00;1,00;0,20
2013;4;HOSPITAL LAJA;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,62;1508;2462;0,61;0,98;0,20
2013;4;HOSPITAL LAJA;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,42;489;1161;0,42;1,00;0,20
2013;4;HOSPITAL LAJA;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL LAJA;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL LAJA;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;3342;3342;1,00;1,00;0,20
2013;4;HOSPITAL LAJA;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;1,00;1429;1469;0,97;0,97;0,20
2013;4;HOSPITAL LAJA;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;112;121;0,93;1,00;0,20
2013;4;HOSPITAL SANTA BARBARA;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,63;735;1154;0,64;1,00;0,20
2013;4;HOSPITAL SANTA BARBARA;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,52;242;471;0,51;0,98;0,20
2013;4;HOSPITAL SANTA BARBARA;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL SANTA BARBARA;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL SANTA BARBARA;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2072;2072;1,00;1,00;0,20
2013;4;HOSPITAL SANTA BARBARA;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;1,00;880;908;0,97;0,97;0,20
2013;4;HOSPITAL SANTA BARBARA;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;95;95;1,00;1,00;0,20
2013;4;HOSPITAL YUMBEL;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;1132;1655;0,68;1,00;0,20
2013;4;HOSPITAL YUMBEL;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,52;446;774;0,58;1,00;0,20
2013;4;HOSPITAL YUMBEL;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL YUMBEL;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;HOSPITAL YUMBEL;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1529;1529;1,00;1,00;0,20
2013;4;HOSPITAL YUMBEL;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;1,00;1098;1092;1,01;1,00;0,20
2013;4;HOSPITAL YUMBEL;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;105;105;1,00;1,00;0,20
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,95;10812;10813;1,00;1,00;0,20
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;0,95;49494;46844;1,06;1,00;0,20
2013;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,52;878;1363;0,64;1,00;0,15
2013;4;Dirección de Servicio de Salud;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Dirección de Servicio de Salud;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Dirección de Servicio de Salud;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION EN CAMA BASICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Dirección de Servicio de Salud;META 4: ALTAS  DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Dirección de Servicio de Salud;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;26201;26202;1,00;1,00;0,15
2013;4;Dirección de Servicio de Salud;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2013;0,00;0;0;NO APLICA;NO APLICA;0,00
2013;4;Dirección de Servicio de Salud;META 7: PORCENTAJE DE FUNCIONARIOS REGIDOS POR E.A. QUE ASISTIERON DURANTE EL AÑO 2011 AL MENOS A UNA ACTIVIDAD DE CAPACITACIÓN PERTINENTE EN GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO;0,50;137;177;0,77;1,00;0,20
2014;4;HOSPITAL HUEPIL;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;778;1170;0,66;0,99;0,25
2014;4;HOSPITAL HUEPIL;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,46;304;587;0,52;1,00;0,25
2014;4;HOSPITAL HUEPIL;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL HUEPIL;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL HUEPIL;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2256;2256;1,00;1,00;0,25
2014;4;HOSPITAL HUEPIL;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;616;575;1,07;1,00;0,25
2014;4;HOSPITAL HUEPIL;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;70;84;0,83;1,00;0,20
2014;4;HOSPITAL MULCHEN;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;2349;3216;0,73;1,00;0,25
2014;4;HOSPITAL MULCHEN;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,46;750;1596;0,47;1,00;0,25
2014;4;HOSPITAL MULCHEN;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL MULCHEN;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL MULCHEN;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2549;2549;1,00;1,00;0,25
2014;4;HOSPITAL MULCHEN;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;1590;1520;1,05;1,00;0,25
2014;4;HOSPITAL MULCHEN;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;149;170;0,88;1,00;0,20
2014;4;HOSPITAL NACIMIENTO;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;1924;3148;0,61;0,91;0,25
2014;4;HOSPITAL NACIMIENTO;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,46;779;1771;0,44;0,96;0,25
2014;4;HOSPITAL NACIMIENTO;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL NACIMIENTO;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL NACIMIENTO;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2301;2301;1,00;1,00;0,25
2014;4;HOSPITAL NACIMIENTO;META 6: PORCENTAJE DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2011;1,00;933;918;1,02;1,00;0,25
2014;4;HOSPITAL NACIMIENTO;META 7: CAPACITACIÓN PERTINENTE A LOS AMBITOS DE FORTALECIMIENTO DE GES, MODELO DE ATENCIÓN, GESTION EN RED ASISTENCIAL,MEJORAMIENTO DE LA CALIDAD DE ATENCION Y TRATO AL USUARIO Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES.;0,50;135;135;1,00;1,00;0,20
2014;4;HOSPITAL LAJA;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL  EN EL GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,67;1627;2572;0,63;0,94;0,25
2014;4;HOSPITAL LAJA;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL  GRUPO DE 20 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,46;526;1231;0,43;0,93;0,25
2014;4;HOSPITAL LAJA;META 3: PROMEDIO DIAS DE ESTADA HOSPITALIZACION DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL LAJA;META 4: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA;0,00;0;0;NO APLICA;NO APLICA;0,00
2014;4;HOSPITAL LAJA;META 5: PORCENTAJE DE CASOS DE GARANTIAS EXPLICITAS EN SALUD CON INDICACION DE TRATAMIENTO, EN LOS CASOS QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;3021;3021;1,00;1,00;0,25
